,NObeyesdad
8592,5
8593,0
8594,6
8595,3
8596,0
8597,5
8598,2
8599,3
8600,4
8601,2
8602,6
8603,2
8604,2
8605,5
8606,1
8607,2
8608,6
8609,1
8610,5
8611,0
8612,4
8613,6
8614,1
8615,5
8616,5
8617,6
8618,5
8619,0
8620,5
8621,1
8622,6
8623,2
8624,1
8625,6
8626,3
8627,5
8628,4
8629,0
8630,6
8631,4
8632,5
8633,3
8634,1
8635,6
8636,5
8637,3
8638,0
8639,0
8640,6
8641,4
8642,2
8643,2
8644,6
8645,5
8646,2
8647,2
8648,1
8649,5
8650,5
8651,3
8652,2
8653,4
8654,5
8655,4
8656,3
8657,3
8658,5
8659,4
8660,3
8661,1
8662,6
8663,6
8664,2
8665,6
8666,4
8667,5
8668,1
8669,5
8670,6
8671,1
8672,5
8673,6
8674,5
8675,2
8676,6
8677,5
8678,4
8679,4
8680,1
8681,6
8682,4
8683,4
8684,6
8685,3
8686,1
8687,6
8688,0
8689,5
8690,1
8691,1
8692,4
8693,5
8694,5
8695,0
8696,4
8697,1
8698,0
8699,0
8700,0
8701,2
8702,5
8703,2
8704,6
8705,5
8706,6
8707,2
8708,1
8709,1
8710,5
8711,6
8712,6
8713,6
8714,5
8715,6
8716,0
8717,2
8718,6
8719,5
8720,5
8721,2
8722,2
8723,6
8724,3
8725,3
8726,6
8727,3
8728,0
8729,2
8730,4
8731,1
8732,4
8733,0
8734,4
8735,0
8736,4
8737,1
8738,1
8739,6
8740,5
8741,1
8742,4
8743,1
8744,0
8745,0
8746,5
8747,4
8748,5
8749,3
8750,5
8751,2
8752,1
8753,0
8754,4
8755,3
8756,6
8757,1
8758,0
8759,0
8760,3
8761,0
8762,0
8763,5
8764,1
8765,5
8766,4
8767,1
8768,4
8769,5
8770,2
8771,6
8772,2
8773,1
8774,1
8775,4
8776,6
8777,6
8778,5
8779,5
8780,6
8781,1
8782,4
8783,1
8784,4
8785,6
8786,6
8787,2
8788,3
8789,5
8790,1
8791,1
8792,5
8793,3
8794,2
8795,2
8796,5
8797,4
8798,2
8799,4
8800,6
8801,1
8802,6
8803,5
8804,5
8805,4
8806,2
8807,6
8808,5
8809,1
8810,0
8811,6
8812,0
8813,2
8814,1
8815,4
8816,5
8817,4
8818,6
8819,4
8820,6
8821,2
8822,5
8823,2
8824,0
8825,4
8826,4
8827,5
8828,4
8829,0
8830,4
8831,6
8832,1
8833,6
8834,4
8835,6
8836,5
8837,2
8838,1
8839,4
8840,3
8841,2
8842,0
8843,0
8844,1
8845,0
8846,2
8847,4
8848,5
8849,4
8850,2
8851,0
8852,5
8853,6
8854,1
8855,1
8856,0
8857,4
8858,1
8859,0
8860,2
8861,4
8862,6
8863,0
8864,0
8865,0
8866,0
8867,4
8868,1
8869,2
8870,0
8871,2
8872,5
8873,4
8874,0
8875,2
8876,6
8877,4
8878,4
8879,5
8880,5
8881,3
8882,3
8883,2
8884,3
8885,0
8886,2
8887,0
8888,2
8889,6
8890,6
8891,6
8892,0
8893,2
8894,6
8895,6
8896,3
8897,6
8898,1
8899,5
8900,2
8901,2
8902,5
8903,1
8904,3
8905,1
8906,4
8907,4
8908,3
8909,5
8910,1
8911,3
8912,2
8913,3
8914,1
8915,1
8916,4
8917,0
8918,5
8919,3
8920,0
8921,3
8922,0
8923,1
8924,6
8925,5
8926,5
8927,2
8928,6
8929,3
8930,6
8931,1
8932,5
8933,6
8934,5
8935,5
8936,5
8937,2
8938,4
8939,4
8940,5
8941,6
8942,4
8943,4
8944,6
8945,2
8946,1
8947,1
8948,4
8949,0
8950,6
8951,2
8952,1
8953,2
8954,5
8955,4
8956,4
8957,0
8958,2
8959,0
8960,2
8961,1
8962,1
8963,2
8964,1
8965,6
8966,4
8967,6
8968,6
8969,5
8970,1
8971,0
8972,1
8973,4
8974,0
8975,0
8976,0
8977,4
8978,5
8979,6
8980,3
8981,3
8982,5
8983,4
8984,2
8985,0
8986,6
8987,6
8988,2
8989,5
8990,3
8991,3
8992,2
8993,4
8994,4
8995,6
8996,3
8997,3
8998,2
8999,2
9000,0
9001,1
9002,1
9003,0
9004,5
9005,3
9006,3
9007,4
9008,5
9009,3
9010,0
9011,4
9012,4
9013,6
9014,2
9015,1
9016,1
9017,5
9018,0
9019,4
9020,6
9021,0
9022,1
9023,2
9024,5
9025,5
9026,4
9027,4
9028,6
9029,1
9030,6
9031,3
9032,6
9033,4
9034,4
9035,4
9036,6
9037,6
9038,0
9039,6
9040,6
9041,5
9042,5
9043,1
9044,1
9045,1
9046,1
9047,5
9048,5
9049,5
9050,4
9051,4
9052,3
9053,4
9054,4
9055,4
9056,1
9057,5
9058,6
9059,4
9060,1
9061,6
9062,4
9063,5
9064,0
9065,6
9066,1
9067,3
9068,6
9069,0
9070,6
9071,4
9072,6
9073,5
9074,6
9075,6
9076,4
9077,6
9078,2
9079,3
9080,2
9081,1
9082,6
9083,0
9084,4
9085,1
9086,0
9087,5
9088,6
9089,2
9090,5
9091,5
9092,0
9093,4
9094,4
9095,3
9096,6
9097,0
9098,4
9099,1
9100,0
9101,5
9102,6
9103,5
9104,6
9105,0
9106,2
9107,6
9108,6
9109,6
9110,1
9111,2
9112,5
9113,6
9114,3
9115,5
9116,2
9117,1
9118,0
9119,2
9120,6
9121,0
9122,6
9123,6
9124,4
9125,5
9126,4
9127,5
9128,1
9129,6
9130,6
9131,1
9132,6
9133,6
9134,1
9135,2
9136,1
9137,2
9138,3
9139,0
9140,5
9141,0
9142,0
9143,6
9144,1
9145,3
9146,0
9147,3
9148,6
9149,2
9150,3
9151,6
9152,6
9153,1
9154,2
9155,0
9156,6
9157,0
9158,5
9159,4
9160,5
9161,4
9162,4
9163,2
9164,3
9165,1
9166,6
9167,2
9168,5
9169,6
9170,3
9171,1
9172,4
9173,5
9174,0
9175,3
9176,1
9177,2
9178,2
9179,2
9180,4
9181,4
9182,2
9183,1
9184,5
9185,6
9186,4
9187,2
9188,5
9189,0
9190,5
9191,6
9192,6
9193,4
9194,1
9195,2
9196,3
9197,6
9198,5
9199,4
9200,4
9201,6
9202,4
9203,1
9204,0
9205,4
9206,2
9207,1
9208,1
9209,6
9210,2
9211,5
9212,4
9213,5
9214,2
9215,3
9216,6
9217,5
9218,1
9219,3
9220,5
9221,6
9222,5
9223,1
9224,6
9225,4
9226,5
9227,2
9228,6
9229,4
9230,2
9231,5
9232,6
9233,0
9234,5
9235,6
9236,0
9237,2
9238,0
9239,4
9240,1
9241,4
9242,2
9243,6
9244,4
9245,6
9246,3
9247,1
9248,3
9249,6
9250,0
9251,2
9252,0
9253,4
9254,6
9255,1
9256,5
9257,5
9258,4
9259,4
9260,2
9261,2
9262,0
9263,1
9264,4
9265,6
9266,1
9267,5
9268,3
9269,0
9270,6
9271,1
9272,0
9273,6
9274,1
9275,5
9276,0
9277,4
9278,4
9279,5
9280,4
9281,3
9282,6
9283,2
9284,5
9285,3
9286,6
9287,4
9288,6
9289,0
9290,3
9291,6
9292,3
9293,0
9294,3
9295,6
9296,0
9297,4
9298,1
9299,1
9300,2
9301,0
9302,6
9303,5
9304,2
9305,6
9306,3
9307,6
9308,0
9309,3
9310,5
9311,6
9312,0
9313,5
9314,6
9315,5
9316,2
9317,6
9318,5
9319,4
9320,4
9321,4
9322,5
9323,5
9324,6
9325,5
9326,5
9327,4
9328,0
9329,5
9330,6
9331,1
9332,3
9333,4
9334,1
9335,6
9336,1
9337,3
9338,5
9339,3
9340,6
9341,3
9342,6
9343,4
9344,2
9345,3
9346,2
9347,5
9348,1
9349,6
9350,5
9351,0
9352,5
9353,5
9354,6
9355,3
9356,4
9357,0
9358,0
9359,1
9360,4
9361,1
9362,0
9363,1
9364,6
9365,3
9366,0
9367,6
9368,6
9369,3
9370,6
9371,3
9372,5
9373,1
9374,0
9375,4
9376,3
9377,4
9378,2
9379,3
9380,1
9381,0
9382,2
9383,5
9384,4
9385,1
9386,6
9387,2
9388,6
9389,2
9390,6
9391,1
9392,1
9393,6
9394,6
9395,2
9396,2
9397,3
9398,4
9399,6
9400,2
9401,3
9402,1
9403,1
9404,5
9405,1
9406,0
9407,5
9408,1
9409,5
9410,3
9411,5
9412,6
9413,4
9414,5
9415,0
9416,0
9417,3
9418,4
9419,0
9420,5
9421,2
9422,6
9423,1
9424,0
9425,1
9426,6
9427,0
9428,0
9429,5
9430,1
9431,6
9432,0
9433,3
9434,6
9435,1
9436,6
9437,4
9438,1
9439,6
9440,0
9441,5
9442,6
9443,3
9444,2
9445,2
9446,4
9447,1
9448,6
9449,5
9450,1
9451,0
9452,4
9453,0
9454,4
9455,2
9456,5
9457,6
9458,4
9459,4
9460,6
9461,2
9462,5
9463,1
9464,5
9465,2
9466,0
9467,2
9468,1
9469,5
9470,1
9471,4
9472,0
9473,0
9474,6
9475,0
9476,1
9477,2
9478,4
9479,1
9480,6
9481,0
9482,1
9483,6
9484,2
9485,3
9486,4
9487,6
9488,0
9489,6
9490,1
9491,6
9492,6
9493,3
9494,2
9495,1
9496,6
9497,3
9498,5
9499,5
9500,4
9501,4
9502,0
9503,2
9504,5
9505,2
9506,4
9507,6
9508,1
9509,2
9510,1
9511,6
9512,3
9513,4
9514,6
9515,1
9516,0
9517,6
9518,6
9519,4
9520,3
9521,0
9522,1
9523,6
9524,5
9525,6
9526,4
9527,4
9528,3
9529,5
9530,5
9531,6
9532,4
9533,4
9534,6
9535,2
9536,5
9537,5
9538,6
9539,2
9540,0
9541,0
9542,0
9543,2
9544,3
9545,1
9546,4
9547,4
9548,6
9549,5
9550,4
9551,6
9552,0
9553,3
9554,0
9555,5
9556,0
9557,2
9558,2
9559,0
9560,3
9561,0
9562,0
9563,4
9564,1
9565,3
9566,3
9567,6
9568,6
9569,0
9570,6
9571,2
9572,6
9573,3
9574,6
9575,1
9576,4
9577,0
9578,2
9579,6
9580,5
9581,5
9582,6
9583,4
9584,6
9585,3
9586,6
9587,1
9588,0
9589,5
9590,1
9591,5
9592,5
9593,3
9594,3
9595,5
9596,5
9597,5
9598,5
9599,6
9600,5
9601,1
9602,6
9603,2
9604,1
9605,0
9606,1
9607,5
9608,0
9609,3
9610,5
9611,4
9612,5
9613,0
9614,2
9615,4
9616,1
9617,6
9618,5
9619,6
9620,1
9621,4
9622,3
9623,1
9624,6
9625,4
9626,2
9627,4
9628,2
9629,2
9630,5
9631,5
9632,3
9633,2
9634,1
9635,6
9636,5
9637,6
9638,3
9639,1
9640,4
9641,2
9642,6
9643,5
9644,6
9645,3
9646,2
9647,5
9648,1
9649,0
9650,2
9651,5
9652,2
9653,2
9654,6
9655,6
9656,6
9657,2
9658,3
9659,0
9660,6
9661,1
9662,6
9663,3
9664,5
9665,5
9666,5
9667,5
9668,2
9669,1
9670,4
9671,4
9672,0
9673,1
9674,1
9675,4
9676,1
9677,2
9678,3
9679,5
9680,0
9681,6
9682,6
9683,3
9684,4
9685,6
9686,6
9687,4
9688,3
9689,4
9690,1
9691,0
9692,6
9693,2
9694,6
9695,0
9696,1
9697,0
9698,4
9699,2
9700,1
9701,6
9702,5
9703,4
9704,1
9705,6
9706,4
9707,2
9708,2
9709,6
9710,1
9711,5
9712,4
9713,1
9714,3
9715,3
9716,1
9717,6
9718,0
9719,1
9720,3
9721,6
9722,4
9723,1
9724,6
9725,4
9726,6
9727,5
9728,2
9729,4
9730,4
9731,3
9732,6
9733,5
9734,4
9735,2
9736,3
9737,3
9738,4
9739,1
9740,6
9741,6
9742,2
9743,6
9744,6
9745,6
9746,5
9747,2
9748,0
9749,0
9750,3
9751,4
9752,2
9753,1
9754,5
9755,2
9756,1
9757,4
9758,4
9759,1
9760,0
9761,6
9762,6
9763,5
9764,5
9765,2
9766,3
9767,6
9768,6
9769,0
9770,5
9771,5
9772,2
9773,3
9774,0
9775,3
9776,2
9777,6
9778,3
9779,2
9780,4
9781,3
9782,4
9783,3
9784,5
9785,6
9786,1
9787,2
9788,5
9789,6
9790,5
9791,1
9792,5
9793,1
9794,5
9795,5
9796,1
9797,0
9798,4
9799,0
9800,4
9801,2
9802,6
9803,5
9804,6
9805,6
9806,0
9807,1
9808,2
9809,5
9810,5
9811,0
9812,4
9813,3
9814,1
9815,5
9816,4
9817,0
9818,1
9819,1
9820,0
9821,1
9822,6
9823,2
9824,5
9825,2
9826,1
9827,6
9828,1
9829,6
9830,0
9831,4
9832,6
9833,5
9834,6
9835,4
9836,3
9837,6
9838,4
9839,1
9840,4
9841,1
9842,1
9843,6
9844,6
9845,6
9846,0
9847,5
9848,5
9849,4
9850,5
9851,1
9852,6
9853,5
9854,3
9855,1
9856,4
9857,2
9858,5
9859,6
9860,1
9861,3
9862,2
9863,4
9864,5
9865,2
9866,6
9867,3
9868,1
9869,3
9870,1
9871,6
9872,4
9873,3
9874,1
9875,4
9876,4
9877,5
9878,3
9879,5
9880,2
9881,2
9882,6
9883,4
9884,1
9885,0
9886,5
9887,3
9888,4
9889,2
9890,2
9891,6
9892,2
9893,4
9894,5
9895,0
9896,0
9897,6
9898,3
9899,0
9900,6
9901,1
9902,4
9903,6
9904,1
9905,4
9906,6
9907,5
9908,6
9909,4
9910,5
9911,0
9912,5
9913,1
9914,4
9915,3
9916,2
9917,4
9918,6
9919,2
9920,6
9921,6
9922,5
9923,3
9924,4
9925,1
9926,6
9927,1
9928,4
9929,5
9930,4
9931,0
9932,6
9933,0
9934,1
9935,1
9936,1
9937,4
9938,2
9939,1
9940,4
9941,1
9942,2
9943,1
9944,6
9945,5
9946,1
9947,6
9948,1
9949,2
9950,6
9951,6
9952,0
9953,0
9954,4
9955,1
9956,0
9957,1
9958,6
9959,2
9960,5
9961,1
9962,6
9963,1
9964,3
9965,4
9966,1
9967,1
9968,6
9969,6
9970,3
9971,5
9972,1
9973,0
9974,6
9975,0
9976,6
9977,1
9978,1
9979,3
9980,1
9981,6
9982,3
9983,6
9984,0
9985,0
9986,6
9987,1
9988,6
9989,4
9990,6
9991,2
9992,0
9993,4
9994,6
9995,4
9996,0
9997,6
9998,3
9999,0
10000,6
10001,0
10002,5
10003,6
10004,0
10005,0
10006,3
10007,1
10008,4
10009,6
10010,5
10011,5
10012,6
10013,3
10014,6
10015,6
10016,6
10017,2
10018,3
10019,1
10020,5
10021,1
10022,2
10023,0
10024,1
10025,1
10026,4
10027,2
10028,4
10029,5
10030,6
10031,1
10032,4
10033,2
10034,3
10035,4
10036,1
10037,0
10038,1
10039,2
10040,6
10041,2
10042,6
10043,5
10044,6
10045,1
10046,5
10047,3
10048,3
10049,5
10050,5
10051,6
10052,3
10053,4
10054,6
10055,5
10056,4
10057,5
10058,2
10059,6
10060,4
10061,3
10062,1
10063,3
10064,4
10065,2
10066,0
10067,6
10068,4
10069,1
10070,6
10071,5
10072,4
10073,4
10074,6
10075,6
10076,1
10077,5
10078,4
10079,4
10080,6
10081,3
10082,4
10083,1
10084,6
10085,1
10086,4
10087,4
10088,1
10089,6
10090,1
10091,2
10092,1
10093,2
10094,3
10095,2
10096,1
10097,5
10098,4
10099,6
10100,6
10101,6
10102,4
10103,2
10104,6
10105,4
10106,0
10107,0
10108,1
10109,1
10110,2
10111,1
10112,3
10113,5
10114,5
10115,4
10116,3
10117,6
10118,1
10119,1
10120,1
10121,0
10122,2
10123,1
10124,5
10125,6
10126,0
10127,2
10128,6
10129,0
10130,0
10131,4
10132,3
10133,2
10134,5
10135,3
10136,0
10137,2
10138,6
10139,3
10140,3
10141,5
10142,6
10143,4
10144,5
10145,3
10146,5
10147,3
10148,3
10149,2
10150,6
10151,6
10152,4
10153,2
10154,0
10155,0
10156,4
10157,5
10158,2
10159,2
10160,2
10161,6
10162,5
10163,2
10164,4
10165,0
10166,2
10167,6
10168,1
10169,5
10170,3
10171,1
10172,6
10173,4
10174,4
10175,6
10176,2
10177,5
10178,2
10179,0
10180,2
10181,2
10182,4
10183,4
10184,1
10185,4
10186,4
10187,5
10188,5
10189,4
10190,5
10191,6
10192,6
10193,4
10194,1
10195,4
10196,4
10197,2
10198,3
10199,5
10200,0
10201,1
10202,2
10203,3
10204,6
10205,4
10206,1
10207,6
10208,0
10209,5
10210,1
10211,6
10212,3
10213,6
10214,3
10215,2
10216,2
10217,4
10218,5
10219,0
10220,0
10221,2
10222,3
10223,6
10224,3
10225,5
10226,6
10227,1
10228,5
10229,1
10230,2
10231,6
10232,1
10233,1
10234,2
10235,5
10236,5
10237,1
10238,4
10239,3
10240,6
10241,0
10242,0
10243,6
10244,4
10245,6
10246,0
10247,2
10248,2
10249,0
10250,0
10251,6
10252,1
10253,5
10254,4
10255,3
10256,6
10257,4
10258,5
10259,6
10260,0
10261,1
10262,4
10263,5
10264,5
10265,5
10266,4
10267,2
10268,0
10269,6
10270,0
10271,6
10272,5
10273,6
10274,3
10275,4
10276,0
10277,4
10278,6
10279,1
10280,6
10281,1
10282,4
10283,5
10284,3
10285,3
10286,1
10287,4
10288,6
10289,5
10290,3
10291,4
10292,2
10293,4
10294,6
10295,5
10296,5
10297,6
10298,4
10299,1
10300,5
10301,1
10302,6
10303,6
10304,4
10305,1
10306,5
10307,1
10308,2
10309,0
10310,6
10311,4
10312,3
10313,6
10314,2
10315,2
10316,6
10317,3
10318,1
10319,4
10320,6
10321,6
10322,2
10323,1
10324,1
10325,2
10326,0
10327,6
10328,0
10329,6
10330,4
10331,1
10332,1
10333,6
10334,5
10335,5
10336,5
10337,5
10338,5
10339,5
10340,4
10341,0
10342,4
10343,4
10344,4
10345,4
10346,3
10347,1
10348,6
10349,1
10350,2
10351,4
10352,0
10353,5
10354,5
10355,5
10356,4
10357,6
10358,0
10359,6
10360,4
10361,6
10362,2
10363,6
10364,6
10365,0
10366,5
10367,4
10368,2
10369,1
10370,4
10371,3
10372,6
10373,6
10374,1
10375,4
10376,4
10377,3
10378,0
10379,2
10380,3
10381,5
10382,4
10383,5
10384,0
10385,4
10386,4
10387,1
10388,6
10389,3
10390,4
10391,2
10392,4
10393,1
10394,5
10395,1
10396,6
10397,1
10398,5
10399,5
10400,4
10401,5
10402,4
10403,2
10404,3
10405,4
10406,2
10407,2
10408,2
10409,6
10410,4
10411,1
10412,2
10413,3
10414,4
10415,6
10416,4
10417,2
10418,5
10419,3
10420,1
10421,2
10422,3
10423,5
10424,1
10425,6
10426,4
10427,1
10428,4
10429,5
10430,1
10431,2
10432,1
10433,0
10434,6
10435,3
10436,6
10437,3
10438,5
10439,6
10440,0
10441,1
10442,2
10443,5
10444,1
10445,0
10446,6
10447,0
10448,2
10449,4
10450,1
10451,6
10452,2
10453,5
10454,6
10455,5
10456,4
10457,6
10458,2
10459,1
10460,1
10461,0
10462,0
10463,4
10464,1
10465,0
10466,0
10467,2
10468,4
10469,1
10470,3
10471,5
10472,6
10473,4
10474,3
10475,5
10476,3
10477,5
10478,6
10479,3
10480,2
10481,2
10482,6
10483,3
10484,6
10485,6
10486,2
10487,3
10488,4
10489,6
10490,0
10491,6
10492,4
10493,6
10494,6
10495,0
10496,6
10497,5
10498,3
10499,2
10500,6
10501,0
10502,2
10503,4
10504,6
10505,4
10506,5
10507,4
10508,0
10509,3
10510,4
10511,6
10512,0
10513,5
10514,3
10515,5
10516,2
10517,2
10518,0
10519,2
10520,6
10521,6
10522,3
10523,6
10524,0
10525,1
10526,5
10527,3
10528,6
10529,2
10530,1
10531,1
10532,6
10533,5
10534,6
10535,4
10536,4
10537,6
10538,6
10539,2
10540,0
10541,2
10542,6
10543,4
10544,2
10545,6
10546,3
10547,4
10548,0
10549,4
10550,6
10551,0
10552,1
10553,4
10554,3
10555,2
10556,2
10557,3
10558,4
10559,3
10560,1
10561,6
10562,0
10563,6
10564,2
10565,1
10566,1
10567,4
10568,2
10569,4
10570,3
10571,4
10572,2
10573,5
10574,5
10575,5
10576,0
10577,5
10578,0
10579,3
10580,0
10581,1
10582,2
10583,0
10584,6
10585,0
10586,6
10587,6
10588,4
10589,4
10590,1
10591,6
10592,1
10593,2
10594,5
10595,4
10596,0
10597,1
10598,3
10599,2
10600,4
10601,5
10602,5
10603,1
10604,5
10605,5
10606,4
10607,2
10608,4
10609,0
10610,5
10611,5
10612,5
10613,2
10614,0
10615,1
10616,3
10617,4
10618,5
10619,1
10620,2
10621,1
10622,1
10623,4
10624,6
10625,0
10626,0
10627,6
10628,1
10629,6
10630,3
10631,6
10632,2
10633,5
10634,6
10635,1
10636,6
10637,2
10638,5
10639,6
10640,0
10641,6
10642,3
10643,2
10644,4
10645,4
10646,2
10647,4
10648,5
10649,5
10650,6
10651,4
10652,6
10653,3
10654,5
10655,1
10656,2
10657,2
10658,0
10659,6
10660,5
10661,1
10662,1
10663,5
10664,4
10665,2
10666,6
10667,1
10668,1
10669,6
10670,5
10671,5
10672,5
10673,0
10674,5
10675,1
10676,6
10677,3
10678,4
10679,3
10680,4
10681,4
10682,5
10683,4
10684,5
10685,2
10686,4
10687,2
10688,1
10689,3
10690,5
10691,6
10692,6
10693,5
10694,0
10695,3
10696,5
10697,2
10698,2
10699,0
10700,4
10701,4
10702,0
10703,5
10704,0
10705,6
10706,2
10707,5
10708,6
10709,6
10710,6
10711,4
10712,6
10713,1
10714,5
10715,0
10716,0
10717,3
10718,0
10719,5
10720,4
10721,4
10722,5
10723,3
10724,0
10725,6
10726,2
10727,6
10728,4
10729,6
10730,4
10731,6
10732,3
10733,6
10734,4
10735,1
10736,6
10737,4
10738,6
10739,1
10740,4
10741,1
10742,0
10743,1
10744,2
10745,6
10746,0
10747,6
10748,6
10749,4
10750,6
10751,6
10752,0
10753,6
10754,0
10755,0
10756,0
10757,4
10758,1
10759,1
10760,4
10761,0
10762,2
10763,3
10764,0
10765,5
10766,1
10767,0
10768,0
10769,3
10770,5
10771,4
10772,1
10773,1
10774,4
10775,5
10776,6
10777,2
10778,2
10779,1
10780,6
10781,5
10782,1
10783,6
10784,5
10785,3
10786,2
10787,4
10788,0
10789,4
10790,1
10791,2
10792,5
10793,6
10794,2
10795,4
10796,1
10797,1
10798,0
10799,4
10800,5
10801,2
10802,3
10803,3
10804,5
10805,3
10806,4
10807,4
10808,6
10809,5
10810,3
10811,6
10812,3
10813,3
10814,4
10815,6
10816,1
10817,1
10818,1
10819,2
10820,6
10821,5
10822,2
10823,0
10824,6
10825,6
10826,3
10827,6
10828,5
10829,3
10830,0
10831,5
10832,5
10833,3
10834,1
10835,1
10836,2
10837,6
10838,6
10839,6
10840,3
10841,5
10842,1
10843,4
10844,1
10845,1
10846,6
10847,3
10848,6
10849,0
10850,5
10851,6
10852,3
10853,0
10854,4
10855,1
10856,5
10857,2
10858,5
10859,1
10860,5
10861,4
10862,6
10863,3
10864,1
10865,3
10866,3
10867,6
10868,3
10869,2
10870,2
10871,2
10872,6
10873,1
10874,4
10875,3
10876,0
10877,2
10878,3
10879,0
10880,4
10881,1
10882,3
10883,2
10884,5
10885,1
10886,1
10887,2
10888,3
10889,3
10890,2
10891,6
10892,2
10893,4
10894,5
10895,6
10896,6
10897,3
10898,4
10899,0
10900,3
10901,5
10902,6
10903,3
10904,0
10905,2
10906,4
10907,0
10908,1
10909,5
10910,0
10911,0
10912,6
10913,4
10914,1
10915,2
10916,4
10917,5
10918,6
10919,3
10920,4
10921,4
10922,1
10923,2
10924,6
10925,3
10926,5
10927,6
10928,5
10929,3
10930,6
10931,5
10932,1
10933,3
10934,4
10935,6
10936,5
10937,6
10938,5
10939,2
10940,2
10941,3
10942,2
10943,6
10944,6
10945,4
10946,0
10947,0
10948,1
10949,6
10950,3
10951,1
10952,2
10953,1
10954,2
10955,3
10956,3
10957,5
10958,5
10959,4
10960,5
10961,5
10962,1
10963,3
10964,6
10965,6
10966,3
10967,2
10968,0
10969,2
10970,1
10971,0
10972,6
10973,2
10974,0
10975,6
10976,3
10977,3
10978,3
10979,2
10980,1
10981,1
10982,0
10983,6
10984,4
10985,2
10986,5
10987,4
10988,0
10989,0
10990,5
10991,5
10992,3
10993,3
10994,6
10995,6
10996,6
10997,3
10998,4
10999,0
11000,0
11001,3
11002,6
11003,2
11004,4
11005,2
11006,6
11007,1
11008,4
11009,4
11010,3
11011,6
11012,4
11013,5
11014,5
11015,1
11016,5
11017,2
11018,3
11019,1
11020,3
11021,1
11022,4
11023,0
11024,6
11025,6
11026,1
11027,5
11028,6
11029,6
11030,6
11031,6
11032,2
11033,6
11034,5
11035,2
11036,5
11037,5
11038,4
11039,6
11040,0
11041,5
11042,3
11043,5
11044,2
11045,1
11046,6
11047,3
11048,1
11049,3
11050,0
11051,3
11052,6
11053,2
11054,4
11055,0
11056,4
11057,3
11058,3
11059,3
11060,6
11061,2
11062,6
11063,5
11064,2
11065,6
11066,3
11067,3
11068,4
11069,2
11070,6
11071,4
11072,1
11073,2
11074,5
11075,6
11076,1
11077,4
11078,6
11079,6
11080,2
11081,6
11082,5
11083,4
11084,4
11085,6
11086,1
11087,5
11088,6
11089,1
11090,5
11091,6
11092,3
11093,1
11094,4
11095,6
11096,4
11097,6
11098,4
11099,3
11100,6
11101,2
11102,6
11103,6
11104,2
11105,4
11106,1
11107,2
11108,5
11109,1
11110,4
11111,3
11112,0
11113,4
11114,5
11115,6
11116,3
11117,0
11118,5
11119,3
11120,6
11121,4
11122,1
11123,1
11124,2
11125,3
11126,1
11127,1
11128,3
11129,1
11130,4
11131,6
11132,2
11133,0
11134,5
11135,0
11136,6
11137,1
11138,3
11139,1
11140,4
11141,0
11142,1
11143,0
11144,6
11145,3
11146,3
11147,1
11148,5
11149,3
11150,5
11151,2
11152,4
11153,5
11154,3
11155,2
11156,4
11157,3
11158,6
11159,5
11160,4
11161,4
11162,3
11163,0
11164,0
11165,1
11166,0
11167,0
11168,1
11169,2
11170,1
11171,4
11172,0
11173,6
11174,3
11175,4
11176,2
11177,1
11178,4
11179,1
11180,0
11181,1
11182,6
11183,4
11184,4
11185,3
11186,5
11187,0
11188,3
11189,2
11190,3
11191,1
11192,4
11193,1
11194,0
11195,5
11196,5
11197,0
11198,6
11199,3
11200,4
11201,3
11202,1
11203,6
11204,4
11205,4
11206,3
11207,2
11208,3
11209,2
11210,5
11211,5
11212,6
11213,3
11214,6
11215,6
11216,4
11217,2
11218,6
11219,4
11220,5
11221,0
11222,4
11223,6
11224,0
11225,2
11226,0
11227,2
11228,5
11229,1
11230,5
11231,4
11232,0
11233,3
11234,6
11235,1
11236,2
11237,5
11238,2
11239,3
11240,1
11241,4
11242,1
11243,0
11244,6
11245,5
11246,5
11247,0
11248,6
11249,6
11250,3
11251,0
11252,4
11253,1
11254,6
11255,5
11256,0
11257,6
11258,5
11259,6
11260,4
11261,6
11262,5
11263,3
11264,5
11265,2
11266,2
11267,1
11268,3
11269,1
11270,3
11271,6
11272,1
11273,1
11274,4
11275,2
11276,1
11277,6
11278,4
11279,5
11280,0
11281,5
11282,1
11283,3
11284,1
11285,6
11286,0
11287,6
11288,5
11289,6
11290,5
11291,1
11292,6
11293,2
11294,4
11295,1
11296,2
11297,6
11298,2
11299,1
11300,6
11301,1
11302,0
11303,1
11304,6
11305,6
11306,0
11307,4
11308,2
11309,3
11310,6
11311,4
11312,4
11313,6
11314,3
11315,2
11316,2
11317,5
11318,4
11319,6
11320,2
11321,4
11322,5
11323,5
11324,1
11325,6
11326,4
11327,5
11328,3
11329,6
11330,2
11331,1
11332,0
11333,6
11334,1
11335,4
11336,6
11337,5
11338,5
11339,5
11340,3
11341,3
11342,5
11343,6
11344,4
11345,0
11346,6
11347,1
11348,1
11349,6
11350,6
11351,4
11352,6
11353,6
11354,2
11355,6
11356,1
11357,3
11358,2
11359,1
11360,6
11361,1
11362,5
11363,4
11364,1
11365,1
11366,1
11367,1
11368,5
11369,0
11370,5
11371,2
11372,2
11373,5
11374,5
11375,3
11376,6
11377,0
11378,1
11379,2
11380,1
11381,4
11382,0
11383,5
11384,1
11385,5
11386,6
11387,1
11388,4
11389,5
